Country Group Name,Subject Descriptor,Units,Scale,Country/Series-specific Notes,2019,2020,2021,2022,2023,2024,2025,2026,Estimates Start After
ASEAN-5,Commodity Wool Index includes Coarse and Fine Wool Price Indices,"Index, 2016=100",,,,,,,,,,,
ASEAN-5,"Wool, fine, 19 micron, Australian Wool Exchange spot quote, US cents per kilogram",U.S. cents,Units,,,,,,,,,,
ASEAN-5,"Wool, coarse, 23 micron, Australian Wool Exchange spot quote, US cents per kilogram",U.S. cents,Units,,,,,,,,,,
ASEAN-5,"Rubber, No.1 Rubber Smoked Sheet, FOB Maylaysian/Singapore, US cents per pound",U.S. cents,Units,,,,,,,,,,
ASEAN-5,"Hides, Heavy native steers, over 53 pounds, wholesale dealer`s price, US cents per pound",U.S. cents,Units,,,,,,,,,,
ASEAN-5,"Commodity Metals Price Index includes Copper, Aluminum, Iron Ore, Tin, Nickel, Zinc, Lead, and Uranium Price Indices","Index, 2016=100",,,,,,,,,,,
ASEAN-5,"Copper, grade A cathode, LME spot price, CIF European ports, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
ASEAN-5,"Aluminum, 99.5% minimum purity, LME spot price, CIF UK ports, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
ASEAN-5,"Iron Ore, China import Iron Ore Fines 62% FE spot (CFR Tianjin port) US$ per metric ton",U.S. dollars,Units,,,,,,,,,,
ASEAN-5,"Tin, standard grade, LME spot price, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
ASEAN-5,"Nickel, melting grade, LME spot price, CIF European ports, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
ASEAN-5,"Zinc, high grade 98% pure, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
ASEAN-5,"Lead, 99.97% pure, LME spot price, CIF European Ports, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
ASEAN-5,"Uranium, u3o8 restricted price, Nuexco exchange spot, US$ per pound",U.S. dollars,Units,,,,,,,,,,
Latin America and the Caribbean,"Gross domestic product, constant prices",Percent change,,,0.146,-7.017,6.337,3.049,2.54,2.348,2.365,2.407,
Latin America and the Caribbean,"Gross domestic product, constant prices",Percent change (market exchange rates),,,,,,,,,,,
Latin America and the Caribbean,"Gross domestic product, current prices",U.S. dollars,Billions,,"5,201.57","4,328.36","4,984.64","5,353.47","5,663.70","6,002.90","6,332.05","6,667.29",
Latin America and the Caribbean,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,,"10,212.12","9,586.28","10,555.37","11,170.44","11,723.16","12,271.09","12,833.32","13,413.73",
Latin America and the Caribbean,"Gross domestic product, deflator","Index, 2000=100",,,,,,,,,,,
Latin America and the Caribbean,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,,"15,566.12","14,290.31","15,070.36","15,403.17","15,665.28","15,901.81","16,140.10","16,389.41",
Latin America and the Caribbean,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,,"16,223.09","15,072.91","16,468.50","17,295.47","18,008.32","18,696.88","19,389.30","20,096.79",
Latin America and the Caribbean,Output gap,Percent of potential GDP,,,,,,,,,,,
Latin America and the Caribbean,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,,7.569,7.263,7.298,7.168,7.094,7.026,6.964,6.907,
Latin America and the Caribbean,Investment,Percent of GDP,,,18.727,17.757,19.479,20.097,20.301,20.466,20.631,20.835,
Latin America and the Caribbean,Gross national savings,Percent of GDP,,,16.741,17.428,18.913,19.043,18.855,18.692,18.607,18.697,
Latin America and the Caribbean,"Inflation, average consumer prices",Percent change,,,7.655,6.401,9.275,7.75,6.01,5.259,4.775,4.313,
Latin America and the Caribbean,"Inflation, end of period consumer prices",Percent change,,,7.734,6.341,9.715,6.889,5.524,5.001,4.571,4.115,
Latin America and the Caribbean,Three-month London interbank offered rate (LIBOR),Percent,,,,,,,,,,,
Latin America and the Caribbean,Trade volume of goods and services,Percent change,,,,,,,,,,,
Latin America and the Caribbean,Volume of imports of goods and services,Percent change,,,-0.981,-12.499,14.757,5.6,3.766,3.202,3.111,3.151,
Latin America and the Caribbean,Volume of imports of goods,Percent change,,,-1.016,-10.769,14.912,5.221,3.237,2.969,2.839,2.868,
Latin America and the Caribbean,Volume of exports of goods and services,Percent change,,,0.305,-8.831,7.129,6.171,4.063,3.074,3.17,3.098,
Latin America and the Caribbean,Volume of exports of goods,Percent change,,,-0.281,-5.405,7.243,5.387,3.52,2.73,2.974,2.925,
Latin America and the Caribbean,Terms of trade of goods and services,Percent change,,,-0.049,0.619,6.183,-1.107,-0.764,-0.36,-0.266,-0.084,
Latin America and the Caribbean,Terms of trade of goods,Percent change,,,-0.075,0.465,5.786,-0.994,-0.981,-0.53,-0.46,-0.252,
Latin America and the Caribbean,Export price of manufactures,"U.S. dollars; index, 2000=100",,,,,,,,,,,
Latin America and the Caribbean,Export price of manufactures,U.S. dollars; annual percent change,,,,,,,,,,,
Latin America and the Caribbean,Unemployment rate,Percent of total labor force,,,,,,,,,,,
Latin America and the Caribbean,Employment,"Index, 2000=100",,,,,,,,,,,
Latin America and the Caribbean,General government revenue,Percent of GDP,,,27.104,25.805,26.524,26.368,26.452,26.617,26.707,26.753,
Latin America and the Caribbean,General government total expenditure,Percent of GDP,,,31.155,34.525,32.212,31.263,30.588,30.101,29.827,29.631,
Latin America and the Caribbean,General government net lending/borrowing,Percent of GDP,,,-4.051,-8.72,-5.687,-4.895,-4.136,-3.484,-3.119,-2.878,
Latin America and the Caribbean,General government structural balance,Percent of potential GDP,,,,,,,,,,,
Latin America and the Caribbean,General government primary net lending/borrowing,Percent of GDP,,,-0.454,-5.457,-2.444,-0.98,-0.379,0.204,0.614,0.949,
Latin America and the Caribbean,General government net debt,Percent of GDP,,,,,,,,,,,
Latin America and the Caribbean,General government gross debt,Percent of GDP,,,68.004,77.672,72.654,73.271,73.919,73.871,73.51,72.893,
Latin America and the Caribbean,Current account balance,U.S. dollars,Billions,,-102.743,0.721,-28.735,-52.901,-74.379,-95.032,-113.02,-127.524,
Latin America and the Caribbean,Current account balance,Percent of GDP,,,-1.975,0.017,-0.576,-0.988,-1.313,-1.583,-1.785,-1.913,
Latin America and the Caribbean,Imports of goods and services,U.S. dollars,Billions,,"1,275.37","1,046.78","1,321.31","1,390.49",n/a,n/a,n/a,n/a,
Latin America and the Caribbean,Exports of goods and services,U.S. dollars,Billions,,"1,248.67","1,074.63","1,343.07","1,406.37",n/a,n/a,n/a,n/a,
Latin America and the Caribbean,Financial account balance,U.S. dollars,Billions,,-122.907,-3.219,-25.436,-47.708,n/a,n/a,n/a,n/a,
Latin America and the Caribbean,"Direct investment, net",U.S. dollars,Billions,,-114.952,-92.271,-121.654,-128.339,n/a,n/a,n/a,n/a,
Latin America and the Caribbean,"Portfolio investment, net",U.S. dollars,Billions,,3.43,4.242,19.744,2.332,n/a,n/a,n/a,n/a,
Latin America and the Caribbean,"Financial derivatives, net",U.S. dollars,Billions,,4.917,5.738,8.048,8.43,n/a,n/a,n/a,n/a,
Latin America and the Caribbean,"Other investment, net",U.S. dollars,Billions,,16.46,67.862,14.586,42.374,n/a,n/a,n/a,n/a,
Latin America and the Caribbean,Change in reserves,U.S. dollars,Billions,,-32.659,11.211,53.894,27.545,n/a,n/a,n/a,n/a,
Latin America and the Caribbean,"External debt, total",U.S. dollars,Billions,,"2,399.33","2,410.26","2,488.99","2,566.12",n/a,n/a,n/a,n/a,
Latin America and the Caribbean,"External debt, total",Percent of GDP,,,47.79,55.475,49.778,48.906,n/a,n/a,n/a,n/a,
Latin America and the Caribbean,"External debt, total",Percent of exports of goods and services,,,192.152,224.287,185.32,182.464,n/a,n/a,n/a,n/a,
Latin America and the Caribbean,"External debt, total debt service",U.S. dollars,Billions,,614.138,636.739,572.799,537.163,n/a,n/a,n/a,n/a,
Latin America and the Caribbean,"External debt, total debt service",Percent of GDP,,,12.529,14.988,11.788,10.391,n/a,n/a,n/a,n/a,
Latin America and the Caribbean,"External debt, total debt service",Percent of exports of goods and services,,,50.099,59.767,42.963,38.449,n/a,n/a,n/a,n/a,
Latin America and the Caribbean,"External debt, total debt service, interest",U.S. dollars,Billions,,97.915,89.652,85.494,86.509,n/a,n/a,n/a,n/a,
Latin America and the Caribbean,"External debt, total debt service, interest",Percent of GDP,,,1.882,2.071,1.715,1.616,n/a,n/a,n/a,n/a,
Latin America and the Caribbean,"External debt, total debt service, interest",Percent of exports of goods and services,,,7.988,8.415,6.412,6.192,n/a,n/a,n/a,n/a,
Latin America and the Caribbean,"External debt, total debt service, amortization",U.S. dollars,Billions,,519.256,550.07,488.78,452.121,n/a,n/a,n/a,n/a,
Latin America and the Caribbean,"External debt, total debt service, amortization",Percent of GDP,,,9.983,12.709,9.806,8.445,n/a,n/a,n/a,n/a,
Latin America and the Caribbean,"External debt, total debt service, amortization",Percent of exports of goods and services,,,41.67,51.256,36.44,32.195,n/a,n/a,n/a,n/a,
Latin America and the Caribbean,Commodity Price Index includes both Fuel and Non-Fuel Price Indices,"Index, 2016=100",,,,,,,,,,,
Latin America and the Caribbean,Commodity Non-Fuel Price Index includes Food and Beverages and Industrial Inputs Price Indices,"Index, 2016=100",,,,,,,,,,,
Latin America and the Caribbean,Commodity Industrial Inputs Price Index includes Agricultural Raw Materials and Metals Price Indices,"Index, 2016=100",,,,,,,,,,,
Latin America and the Caribbean,"Crude Oil (petroleum), simple average of three spot prices; Dated Brent, West Texas Intermediate, and the Dubai Fateh, US$ per barrel",U.S. dollars,Units,,,,,,,,,,
Latin America and the Caribbean,"Crude Oil (petroleum),  Dated Brent, light blend 38 API, fob U.K., US$ per barrel",U.S. dollars,Units,,,,,,,,,,
Latin America and the Caribbean,"Oil; Dubai, medium, Fateh 32 API, fob Dubai Crude Oil (petroleum), Dubai Fateh Fateh 32 API, US$ per barrel",U.S. dollars,Units,,,,,,,,,,
Latin America and the Caribbean,"Crude Oil (petroleum), West Texas Intermediate 40 API, Midland Texas, US$ per barrel",U.S. dollars,Units,,,,,,,,,,
Latin America and the Caribbean,"Commodity Fuel (energy) Index includes Crude oil (petroleum), Natural Gas, and Coal Price Indices","Index, 2016=100",,,,,,,,,,,
Latin America and the Caribbean,"Crude Oil (petroleum), Price index simple average of three spot prices (APSP); Dated Brent, West Texas Intermediate, and the Dubai Fateh","Index, 2016=100",,,,,,,,,,,
Latin America and the Caribbean,"Commodity Natural Gas Price Index includes European, Japanese, and American Natural Gas Price Indices","Index, 2016=100",,,,,,,,,,,
Latin America and the Caribbean,"Natural Gas, Russian Natural Gas border price in Germany, US$ per million metric British thermal units of gas",U.S. dollars,Units,,,,,,,,,,
Latin America and the Caribbean,"Natural Gas, Indonesian Liquified Natural Gas in Japan, US$ per million metric British thermal units of liquid",U.S. dollars,Units,,,,,,,,,,
Latin America and the Caribbean,"Natural Gas, Natural Gas spot price at the Henry Hub terminal in Louisiana, US$ per million metric British thermal units of gas",U.S. dollars,Units,,,,,,,,,,
Latin America and the Caribbean,Commodity Coal Price Index includes Australian and South African Coal,"Index, 2016=100",,,,,,,,,,,
Latin America and the Caribbean,"Coal, Australian thermal coal, 1200- btu/pound, less than 1% sulfur, 14% ash, FOB Newcastle/Port Kembla, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Latin America and the Caribbean,"Coal, South African export price, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Latin America and the Caribbean,Commodity Food and Beverage Price Index includes Food and Beverage Price Indices,"Index, 2016=100",,,,,,,,,,,
Latin America and the Caribbean,"Commodity Food Price Index includes Cereal, Vegetable Oils, Meat, Seafood, Sugar, Bananas, and Oranges Price Indices","Index, 2016=100",,,,,,,,,,,
Latin America and the Caribbean,"Commodity Cereals Price Index includes Wheat, Maize (Corn), Rice, and Barley","Index, 2016=100",,,,,,,,,,,
Latin America and the Caribbean,"Wheat, No.1 Hard Red Winter, ordinary protein, FOB Gulf of Mexico, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Latin America and the Caribbean,"Maize (corn), U.S. No.2 Yellow, FOB Gulf of Mexico, U.S. price, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Latin America and the Caribbean,"Rice, 5 percent broken milled white rice, Thailand nominal price quote, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Latin America and the Caribbean,"Barley, Canadian no.1 Western Barley, spot price, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Latin America and the Caribbean,"Commodity Vegetable Oil Index includes Soybean, Soybean Meal, Soybean Oil, Rapeseed Oil, Palm Oil, Sunflower Oil, Olive Oil, Fishmeal, and Groundnut Price Indices","Index, 2016=100",,,,,,,,,,,
Latin America and the Caribbean,"Soybeans, U.S. soybeans, Chicago Soybean futures contract (first contract forward) No. 2 yellow and par, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Latin America and the Caribbean,"Soybean Meal, Chicago Soybean Meal Futures (first contract forward) Minimum 48 percent protein, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Latin America and the Caribbean,"Soybean Oil, Chicago Soybean Oil Futures (first contract forward) exchange approved grades, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Latin America and the Caribbean,"Rapeseed oil, crude, FOB Rotterdam, US$ per metric ton",U.S. dollars,Units,,,,,,,,,,
Latin America and the Caribbean,"Palm oil, Malaysia Palm Oil Futures (first contract forward) 4-5 percent FFA, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Latin America and the Caribbean,"Sunflower Oil, US export price from Gulf of Mexico, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Latin America and the Caribbean,"Olive Oil, extra virgin less than 1% free fatty acid, ex-tanker price U.K., US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Latin America and the Caribbean,"Fishmeal, Peru Fish meal/pellets 65% protein, CIF, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Latin America and the Caribbean,"Groundnuts (peanuts), 40/50 (40 to 50 count per ounce), cif Argentina, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Latin America and the Caribbean,"Commodity Meat Price Index includes Beef, Lamb, Swine (pork), and Poultry Price Indices","Index, 2016=100",,,,,,,,,,,
Latin America and the Caribbean,"Beef, Australian and New Zealand 85% lean fores, FOB U.S. import price, US cents per pound",U.S. cents,Units,,,,,,,,,,
Latin America and the Caribbean,"Lamb, frozen carcass Smithfield London, US cents per pound",U.S. cents,Units,,,,,,,,,,
Latin America and the Caribbean,"Swine (pork), 51-52% lean Hogs, U.S. price, US cents per pound",U.S. cents,Units,,,,,,,,,,
Latin America and the Caribbean,"Poultry (chicken), Whole bird spot price, Georgia docks, US cents per pound",U.S. cents,Units,,,,,,,,,,
Latin America and the Caribbean,Commodity Seafood Index includes Fish (salmon) and Shrimp Price Indices,"Index, 2016=100",,,,,,,,,,,
Latin America and the Caribbean,"Fish (salmon), Farm Bred Norwegian Salmon, export price, US$ per kilogram",U.S. dollars,Units,,,,,,,,,,
Latin America and the Caribbean,"Shrimp, Frozen shell-on headless, block 16/20 count, Indian origin, C&F Japan, US$ per kilogram",U.S. dollars,Units,,,,,,,,,,
Latin America and the Caribbean,"Commodity Sugar Index includes European, Free market, and U.S. Price Indices","Index, 2016=100",,,,,,,,,,,
Latin America and the Caribbean,"Sugar, Free Market, Coffee Sugar and Cocoa Exchange (CSCE) contract no.11 nearest future position, US cents per pound",U.S. cents,Units,,,,,,,,,,
Latin America and the Caribbean,"Sugar, U.S. import price, contract no.14 nearest futures position, US cents per pound",U.S. cents,Units,,,,,,,,,,
Latin America and the Caribbean,"Bananas, Central American and Ecuador, FOB U.S. Ports, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Latin America and the Caribbean,"Oranges, miscellaneous oranges French import price, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Latin America and the Caribbean,"Commodity Beverage Price Index includes Coffee, Tea, and Cocoa","Index, 2016=100",,,,,,,,,,,
Latin America and the Caribbean,Commodity Coffee Price Index includes Other Mild Arabicas and Robusta,"Index, 2016=100",,,,,,,,,,,
Latin America and the Caribbean,"Coffee, Other Mild Arabicas, International Coffee Organization New York cash price, ex-dock New York, US cents per pound",U.S. cents,Units,,,,,,,,,,
Latin America and the Caribbean,"Coffee, Robusta, International Coffee Organization New York cash price, ex-dock New York, US cents per pound",U.S. cents,Units,,,,,,,,,,
Latin America and the Caribbean,"Cocoa beans, International Cocoa Organization cash price, CIF US and European ports, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Latin America and the Caribbean,"Tea, Mombasa, Kenya, Auction Price, US cents per kilogram",U.S. cents,Units,,,,,,,,,,
Latin America and the Caribbean,"Commodity Agricultural Raw Materials Index includes Timber, Cotton, Wool, Rubber, and Hides Price Indices","Index, 2016=100",,,,,,,,,,,
Latin America and the Caribbean,Commodity Timber Index includes Hardwood and Softwood Price Indices,"Index, 2016=100",,,,,,,,,,,
Latin America and the Caribbean,Commodity Hardwood Price Index includes Hardwood Logs and Hardwood Sawn Price Indices,"Index, 2016=100",,,,,,,,,,,
Latin America and the Caribbean,"Hard Logs, Best quality Malaysian meranti, import price Japan, US$ per cubic meter",U.S. dollars,Units,,,,,,,,,,
Latin America and the Caribbean,"Hard Sawnwood, Dark Red Meranti, select and better quality, C&F U.K port, US$ per cubic meter",U.S. dollars,Units,,,,,,,,,,
Latin America and the Caribbean,Commodity Softwood Index includes Softwood Sawn and Softwood Logs Price Indices,"Index, 2016=100",,,,,,,,,,,
Latin America and the Caribbean,"Soft Logs, Average Export price from the U.S. for Douglas Fir, US$ per cubic meter",U.S. dollars,Units,,,,,,,,,,
Latin America and the Caribbean,"Soft Sawnwood, average export price of Douglas Fir, U.S. Price, US$ per cubic meter",U.S. dollars,Units,,,,,,,,,,
Latin America and the Caribbean,"Cotton, Cotton Outlook `A Index`, Middling 1-3/32 inch staple, CIF Liverpool, US cents per pound",U.S. cents,Units,,,,,,,,,,
Latin America and the Caribbean,Commodity Wool Index includes Coarse and Fine Wool Price Indices,"Index, 2016=100",,,,,,,,,,,
Latin America and the Caribbean,"Wool, fine, 19 micron, Australian Wool Exchange spot quote, US cents per kilogram",U.S. cents,Units,,,,,,,,,,
Latin America and the Caribbean,"Wool, coarse, 23 micron, Australian Wool Exchange spot quote, US cents per kilogram",U.S. cents,Units,,,,,,,,,,
Latin America and the Caribbean,"Rubber, No.1 Rubber Smoked Sheet, FOB Maylaysian/Singapore, US cents per pound",U.S. cents,Units,,,,,,,,,,
Latin America and the Caribbean,"Hides, Heavy native steers, over 53 pounds, wholesale dealer`s price, US cents per pound",U.S. cents,Units,,,,,,,,,,
Latin America and the Caribbean,"Commodity Metals Price Index includes Copper, Aluminum, Iron Ore, Tin, Nickel, Zinc, Lead, and Uranium Price Indices","Index, 2016=100",,,,,,,,,,,
Latin America and the Caribbean,"Copper, grade A cathode, LME spot price, CIF European ports, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Latin America and the Caribbean,"Aluminum, 99.5% minimum purity, LME spot price, CIF UK ports, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Latin America and the Caribbean,"Iron Ore, China import Iron Ore Fines 62% FE spot (CFR Tianjin port) US$ per metric ton",U.S. dollars,Units,,,,,,,,,,
Latin America and the Caribbean,"Tin, standard grade, LME spot price, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Latin America and the Caribbean,"Nickel, melting grade, LME spot price, CIF European ports, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Latin America and the Caribbean,"Zinc, high grade 98% pure, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Latin America and the Caribbean,"Lead, 99.97% pure, LME spot price, CIF European Ports, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Latin America and the Caribbean,"Uranium, u3o8 restricted price, Nuexco exchange spot, US$ per pound",U.S. dollars,Units,,,,,,,,,,
Middle East and Central Asia,"Gross domestic product, constant prices",Percent change,,,1.477,-2.786,4.107,4.069,3.785,3.637,3.617,3.677,
Middle East and Central Asia,"Gross domestic product, constant prices",Percent change (market exchange rates),,,,,,,,,,,
Middle East and Central Asia,"Gross domestic product, current prices",U.S. dollars,Billions,,"3,989.89","3,890.82","4,598.19","4,877.14","5,125.66","5,390.26","5,677.78","5,991.25",
Middle East and Central Asia,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,,"9,737.02","9,519.30","10,208.62","10,912.75","11,592.92","12,285.90","13,003.90","13,758.38",
Middle East and Central Asia,"Gross domestic product, deflator","Index, 2000=100",,,,,,,,,,,
Middle East and Central Asia,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,,"11,400.52","10,827.22","11,013.39","11,256.49","11,475.92","11,683.62","11,893.21","12,113.42",
Middle East and Central Asia,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,,"11,881.68","11,420.16","12,035.15","12,639.37","13,192.36","13,737.26","14,287.46","14,853.54",
Middle East and Central Asia,Output gap,Percent of potential GDP,,,,,,,,,,,
Middle East and Central Asia,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,,7.217,7.213,7.058,7.003,7.015,7.034,7.056,7.084,
Middle East and Central Asia,Investment,Percent of GDP,,,30.713,31.31,30.209,29.952,29.757,29.625,29.619,29.647,
Middle East and Central Asia,Gross national savings,Percent of GDP,,,28.941,26.58,30.855,30.373,29.681,29.081,28.568,28.272,
Middle East and Central Asia,"Inflation, average consumer prices",Percent change,,,7.299,10.088,11.684,8.454,7.104,6.576,6.433,6.373,
Middle East and Central Asia,"Inflation, end of period consumer prices",Percent change,,,6.318,12.48,10.255,7.675,6.893,6.421,6.464,6.288,
Middle East and Central Asia,Three-month London interbank offered rate (LIBOR),Percent,,,,,,,,,,,
Middle East and Central Asia,Trade volume of goods and services,Percent change,,,,,,,,,,,
Middle East and Central Asia,Volume of imports of goods and services,Percent change,,,-0.742,-14.895,2.318,3.755,4.073,3.516,3.601,3.454,
Middle East and Central Asia,Volume of imports of goods,Percent change,,,0.49,-10.599,0.81,2.308,4.536,3.737,3.959,3.896,
Middle East and Central Asia,Volume of exports of goods and services,Percent change,,,-2.08,-10.924,3.225,6.334,4.88,4.61,4.021,3.949,
Middle East and Central Asia,Volume of exports of goods,Percent change,,,-3.534,-5.529,1.805,5.057,4.061,3.807,3.496,3.891,
Middle East and Central Asia,Terms of trade of goods and services,Percent change,,,-3.833,-14.143,12.831,-2.364,-3.133,-2.641,-2.142,-1.509,
Middle East and Central Asia,Terms of trade of goods,Percent change,,,-4.658,-16.447,15.306,-3.108,-2.912,-2.988,-2.327,-1.636,
Middle East and Central Asia,Export price of manufactures,"U.S. dollars; index, 2000=100",,,,,,,,,,,
Middle East and Central Asia,Export price of manufactures,U.S. dollars; annual percent change,,,,,,,,,,,
Middle East and Central Asia,Unemployment rate,Percent of total labor force,,,,,,,,,,,
Middle East and Central Asia,Employment,"Index, 2000=100",,,,,,,,,,,
Middle East and Central Asia,General government revenue,Percent of GDP,,,26.779,23.059,23.251,23.708,23.555,23.294,23.143,23.073,
Middle East and Central Asia,General government total expenditure,Percent of GDP,,,29.822,30.905,27.597,27.395,27.034,26.856,26.601,26.313,
Middle East and Central Asia,General government net lending/borrowing,Percent of GDP,,,-3.017,-7.829,-4.325,-3.669,-3.461,-3.542,-3.439,-3.221,
Middle East and Central Asia,General government structural balance,Percent of potential GDP,,,,,,,,,,,
Middle East and Central Asia,General government primary net lending/borrowing,Percent of GDP,,,-1.83,-6.711,-2.694,-1.755,-1.265,-1.102,-0.802,-0.428,
Middle East and Central Asia,General government net debt,Percent of GDP,,,,,,,,,,,
Middle East and Central Asia,General government gross debt,Percent of GDP,,,47.763,54.942,50.408,48.943,48.784,48.79,48.748,48.588,
Middle East and Central Asia,Current account balance,U.S. dollars,Billions,,20.312,-92.686,79.27,75.419,44.122,22.187,-0.533,-12.224,
Middle East and Central Asia,Current account balance,Percent of GDP,,,0.509,-2.382,1.724,1.546,0.861,0.412,-0.009,-0.204,
Middle East and Central Asia,Imports of goods and services,U.S. dollars,Billions,,"1,374.14","1,140.62","1,295.27","1,394.29",n/a,n/a,n/a,n/a,
Middle East and Central Asia,Exports of goods and services,U.S. dollars,Billions,,"1,456.28","1,073.38","1,414.74","1,519.58",n/a,n/a,n/a,n/a,
Middle East and Central Asia,Financial account balance,U.S. dollars,Billions,,24.541,-84.46,95.615,77.207,n/a,n/a,n/a,n/a,
Middle East and Central Asia,"Direct investment, net",U.S. dollars,Billions,,-20.134,-25.444,-28.057,-24.356,n/a,n/a,n/a,n/a,
Middle East and Central Asia,"Portfolio investment, net",U.S. dollars,Billions,,26.252,60.116,18.275,27.614,n/a,n/a,n/a,n/a,
Middle East and Central Asia,"Financial derivatives, net",U.S. dollars,Billions,,,,,,,,,,
Middle East and Central Asia,"Other investment, net",U.S. dollars,Billions,,12.354,-39.152,11.549,5.42,n/a,n/a,n/a,n/a,
Middle East and Central Asia,Change in reserves,U.S. dollars,Billions,,5.34,-89.348,104.73,78.742,n/a,n/a,n/a,n/a,
Middle East and Central Asia,"External debt, total",U.S. dollars,Billions,,"1,838.42","1,983.44","2,086.64","2,073.30",n/a,n/a,n/a,n/a,
Middle East and Central Asia,"External debt, total",Percent of GDP,,,47.59,53.722,46.32,43.063,n/a,n/a,n/a,n/a,
Middle East and Central Asia,"External debt, total",Percent of exports of goods and services,,,126.241,184.784,147.493,136.439,n/a,n/a,n/a,n/a,
Middle East and Central Asia,"External debt, total debt service",U.S. dollars,Billions,,320.649,345.178,323.933,349.84,n/a,n/a,n/a,n/a,
Middle East and Central Asia,"External debt, total debt service",Percent of GDP,,,8.702,10.17,7.435,7.246,n/a,n/a,n/a,n/a,
Middle East and Central Asia,"External debt, total debt service",Percent of exports of goods and services,,,22.099,32.302,22.988,23.113,n/a,n/a,n/a,n/a,
Middle East and Central Asia,"External debt, total debt service, interest",U.S. dollars,Billions,,63.767,54.761,45.737,50.004,n/a,n/a,n/a,n/a,
Middle East and Central Asia,"External debt, total debt service, interest",Percent of GDP,,,1.598,1.407,0.995,1.025,n/a,n/a,n/a,n/a,
Middle East and Central Asia,"External debt, total debt service, interest",Percent of exports of goods and services,,,4.395,5.125,3.246,3.304,n/a,n/a,n/a,n/a,
Middle East and Central Asia,"External debt, total debt service, amortization",U.S. dollars,Billions,,256.913,290.444,278.224,299.87,n/a,n/a,n/a,n/a,
Middle East and Central Asia,"External debt, total debt service, amortization",Percent of GDP,,,6.439,7.465,6.051,6.148,n/a,n/a,n/a,n/a,
Middle East and Central Asia,"External debt, total debt service, amortization",Percent of exports of goods and services,,,17.688,27.143,19.724,19.792,n/a,n/a,n/a,n/a,
Middle East and Central Asia,Commodity Price Index includes both Fuel and Non-Fuel Price Indices,"Index, 2016=100",,,,,,,,,,,
Middle East and Central Asia,Commodity Non-Fuel Price Index includes Food and Beverages and Industrial Inputs Price Indices,"Index, 2016=100",,,,,,,,,,,
Middle East and Central Asia,Commodity Industrial Inputs Price Index includes Agricultural Raw Materials and Metals Price Indices,"Index, 2016=100",,,,,,,,,,,
Middle East and Central Asia,"Crude Oil (petroleum), simple average of three spot prices; Dated Brent, West Texas Intermediate, and the Dubai Fateh, US$ per barrel",U.S. dollars,Units,,,,,,,,,,
Middle East and Central Asia,"Crude Oil (petroleum),  Dated Brent, light blend 38 API, fob U.K., US$ per barrel",U.S. dollars,Units,,,,,,,,,,
Middle East and Central Asia,"Oil; Dubai, medium, Fateh 32 API, fob Dubai Crude Oil (petroleum), Dubai Fateh Fateh 32 API, US$ per barrel",U.S. dollars,Units,,,,,,,,,,
Middle East and Central Asia,"Crude Oil (petroleum), West Texas Intermediate 40 API, Midland Texas, US$ per barrel",U.S. dollars,Units,,,,,,,,,,
